,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
10,2.4849066497880004,3.044522437723423,RL,9.32375833901174,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,1.791759469228055,7.583756300707112,7.583756300707112,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,6.810142450115136,0.0,4.90527477843843,6.947937068614969,GasA,Ex,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,TA,1.791759469228055,Typ,0.0,0.6931471805599453,5.953243334287785,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,7.605392364814934,WD,Normal,11.771443882099637
11,2.5649493574615367,4.110873864173311,RL,9.386392315756542,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.302585092994046,1.791759469228055,7.603897968521881,7.604396348796338,Hip,CompShg,WdShing,Wd Shng,Stone,5.659482215759621,Ex,TA,PConc,6.906754778648554,0.0,5.181783550292085,7.069874128458572,GasA,Ex,Y,SBrkr,7.075808863978387,7.04141166379481,0.0,7.751475318021456,0.6931471805599453,0.0,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,Ex,2.4849066497880004,Typ,1.0986122886681096,1.3862943611198906,6.602587892189336,Y,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,7.604396348796338,New,Partial,12.75130259456002
12,2.639057329615259,3.044522437723423,RL,9.470317173335742,Pave,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,1.9459101490553132,7.5822291942764615,7.5822291942764615,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,6.6039438246004725,0.0,5.170483995038151,6.816735880594968,GasA,TA,Y,SBrkr,6.816735880594968,0.0,0.0,6.816735880594968,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,TA,1.6094379124341003,Typ,0.0,0.6931471805599453,5.8664680569332965,Y,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,0.0,2.302585092994046,7.605392364814934,WD,Normal,11.87757552297847
13,2.70805020110221,3.044522437723423,RL,9.273596821611198,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.0794415416798357,1.791759469228055,7.604396348796338,7.60489448081162,Gable,CompShg,VinylSd,VinylSd,Stone,5.726847747587197,Gd,TA,PConc,0.0,0.0,7.3098814858247865,7.3098814858247865,GasA,Ex,Y,SBrkr,7.3098814858247865,0.0,0.0,7.3098814858247865,0.0,0.0,1.0986122886681096,0.0,1.3862943611198906,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,1.3862943611198906,6.734591659972948,Y,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,7.60489448081162,New,Partial,12.540761149388421
14,2.772588722239781,3.044522437723423,RL,9.298442820197728,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,1.791759469228055,7.581209826196346,7.581209826196346,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.3612921657094255,TA,TA,CBlock,6.598509028614515,0.0,6.255750041753367,7.134093721192866,GasA,TA,Y,SBrkr,7.134093721192866,0.0,0.0,7.134093721192866,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681096,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,0.6931471805599453,5.8664680569332965,Y,0.0,5.365976015021851,5.176149732573829,0.0,0.0,0.0,0.0,1.791759469228055,7.605392364814934,WD,Normal,11.964007453736912
15,2.833213344056216,3.828641396489095,RM,8.71948076085107,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,2.0794415416798357,2.1972245773362196,7.5652752818989315,7.601901959875166,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,0.0,0.0,6.725033642166843,6.725033642166843,GasA,Ex,Y,FuseA,6.75110146893676,0.0,0.0,6.75110146893676,0.0,0.0,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,TA,1.791759469228055,Typ,0.0,1.0986122886681096,6.3578422665081,Y,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,7.60489448081162,WD,Normal,11.790564777297387
16,2.8903717578961645,3.044522437723423,RL,9.32741204356202,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,2.0794415416798357,7.58629630715272,7.58629630715272,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.198497031265826,TA,TA,CBlock,6.361302477572996,0.0,6.056784013228625,6.912742820493176,GasA,Ex,Y,SBrkr,6.912742820493176,0.0,0.0,6.912742820493176,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,1.0986122886681096,6.175867270105761,Y,0.0,0.0,0.0,0.0,0.0,0.0,6.55250788703459,1.3862943611198906,7.606387389772652,WD,Normal,11.91170829631447
17,2.9444389791664403,4.51085950651685,RL,9.286560397887591,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,1.6094379124341003,1.791759469228055,7.584773077612199,7.584773077612199,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,0.0,0.0,0.0,0.0,GasA,TA,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,0.0,0.0,1.0986122886681096,0.0,1.0986122886681096,1.0986122886681096,TA,1.9459101490553132,Typ,0.0,1.0986122886681096,6.248042874508429,Y,0.0,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,2.3978952727983707,7.604396348796338,WD,Normal,11.407576060361786
18,2.995732273553991,3.044522437723423,RL,9.524859098381523,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,1.791759469228055,1.791759469228055,7.60339933974067,7.60339933974067,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,6.472346294500901,0.0,6.150602768446279,7.016609683894219,GasA,Ex,Y,SBrkr,7.016609683894219,0.0,0.0,7.016609683894219,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,1.0986122886681096,6.3578422665081,Y,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,7.605392364814934,WD,Normal,11.976665770490767
19,3.044522437723423,3.044522437723423,RL,8.93075873555827,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,1.9459101490553132,7.580189417944541,7.583756300707112,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,6.22455842927536,0.0,6.26530121273771,6.937314081223682,GasA,TA,Y,SBrkr,7.200424892944957,0.0,0.0,7.200424892944957,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,TA,1.9459101490553132,Min1,0.0,0.6931471805599453,5.68697535633982,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,7.605890001053122,COD,Abnorml,11.842236406331555
20,3.091042453358316,4.110873864173311,RL,9.562123369834488,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.1972245773362196,1.791759469228055,7.603897968521881,7.604396348796338,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.942799375126701,Gd,TA,PConc,0.0,0.0,7.055312843339752,7.055312843339752,GasA,Ex,Y,SBrkr,7.055312843339752,7.105786129481271,0.0,7.773594467360194,0.0,0.0,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,1.3862943611198906,6.74993119378857,Y,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,0.0,2.4849066497880004,7.604396348796338,New,Partial,12.692506186542177
21,3.1354942159291497,3.828641396489095,RM,8.915969311373605,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,2.0794415416798357,2.0794415416798357,7.565793282428515,7.576097340623111,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,0.0,0.0,6.45833828334479,6.45833828334479,GasA,Ex,Y,FuseF,7.011213987350367,0.0,0.0,7.011213987350367,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,0.6931471805599453,5.638354669333745,N,0.0,0.0,5.327876168789581,0.0,0.0,0.0,0.0,1.9459101490553132,7.60489448081162,WD,Normal,11.845109950883979
22,3.1780538303479458,3.044522437723423,RL,9.184304357425342,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.1972245773362196,1.791759469228055,7.602401335665818,7.602401335665818,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.641907070938114,Gd,TA,PConc,0.0,0.0,7.48324441607385,7.48324441607385,GasA,Ex,Y,SBrkr,7.493317248862145,0.0,0.0,7.493317248862145,0.0,0.0,1.0986122886681096,0.0,1.3862943611198906,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,1.0986122886681096,6.282266746896006,Y,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,0.0,2.302585092994046,7.605392364814934,WD,Normal,12.345838935721968
23,3.2188758248682006,4.795790545596741,RM,8.348774539791274,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,1.791759469228055,2.0794415416798357,7.589335823170617,7.589335823170617,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,6.734591659972948,0.0,5.303304908059076,6.947937068614969,GasA,TA,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,1.0986122886681096,6.35088571671474,Y,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,7.60489448081162,WD,Normal,11.774527900858468
24,3.258096538021482,3.044522437723423,RL,9.017604776833355,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,2.1972245773362196,7.585281078639126,7.601901959875166,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,5.241747015059643,6.505784060128229,5.3230099791384085,6.966967138613983,GasA,Ex,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,0.6931471805599453,5.602118820879701,Y,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,0.0,1.791759469228055,7.606387389772652,WD,Normal,11.944714374881176
25,3.295836866004329,3.044522437723423,RL,9.56317796268366,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2.1972245773362196,1.791759469228055,7.60489448081162,7.60489448081162,Gable,CompShg,VinylSd,VinylSd,Stone,6.46302945692067,Gd,TA,PConc,0.0,0.0,7.356918242356021,7.356918242356021,GasA,Ex,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0.0,0.0,1.0986122886681096,0.0,1.3862943611198906,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,1.3862943611198906,6.792344427470809,Y,0.0,4.04305126783455,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,7.605890001053122,WD,Normal,12.454107814022272
26,3.332204510175204,3.044522437723423,RL,8.881975184248867,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,2.0794415416798357,7.5766097669730375,7.601402334583733,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,5.459585514144159,6.18826412308259,5.198497031265826,6.803505257608338,GasA,TA,Y,SBrkr,6.803505257608338,0.0,0.0,6.803505257608338,0.0,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,1.0986122886681096,6.3578422665081,Y,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,1.791759469228055,7.606387389772652,WD,Normal,11.811554895830454
27,3.367295829986474,3.044522437723423,RL,9.348274558065496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2.1972245773362196,1.791759469228055,7.60489448081162,7.605392364814934,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,Gd,TA,PConc,7.105786129481271,0.0,6.18826412308259,7.4413203897176174,GasA,Ex,Y,SBrkr,7.4413203897176174,0.0,0.0,7.4413203897176174,0.6931471805599453,0.0,1.0986122886681096,0.0,1.3862943611198906,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,1.3862943611198906,6.650279048587422,Y,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,1.791759469228055,7.606387389772652,WD,Normal,12.631343648903034
28,3.4011973816621555,3.044522437723423,RL,9.700269170029188,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,1.9459101490553132,7.579678823090456,7.599901959208498,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,7.15305163493748,0.0,5.337538079701318,7.3031700512368,GasA,TA,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,TA,1.9459101490553132,Typ,1.0986122886681096,0.6931471805599453,5.768320995793772,Y,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,7.604396348796338,WD,Normal,12.242891437918386
29,3.4339872044851463,3.4339872044851463,RM,8.752265313595721,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,1.6094379124341003,1.9459101490553132,7.564238475170491,7.576097340623111,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,0.0,0.0,6.255750041753367,6.255750041753367,GasA,Fa,N,SBrkr,6.255750041753367,0.0,0.0,6.255750041753367,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,Fa,1.6094379124341003,Typ,0.0,0.6931471805599453,5.484796933490655,Y,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,0.0,1.791759469228055,7.605392364814934,WD,Normal,11.134603622683905
30,3.4657359027997265,4.2626798770413155,C (all),9.04793908261736,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,1.6094379124341003,1.6094379124341003,7.560601162768557,7.576097340623111,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,0.0,0.0,6.476972362889683,6.476972362889683,GasA,TA,N,SBrkr,6.476972362889683,6.505784060128229,0.0,7.183870715062453,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,0.6931471805599453,5.5254529391317835,N,0.0,4.007333185232471,5.153291594497779,0.0,0.0,0.0,0.0,2.0794415416798357,7.605392364814934,WD,Normal,10.596659732783579
31,3.4965075614664802,3.044522437723423,RL,9.053101595549691,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,1.9459101490553132,7.584264818389059,7.604396348796338,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,0.0,0.0,7.113956109566034,7.113956109566034,GasA,Gd,Y,SBrkr,7.113956109566034,0.0,0.0,7.113956109566034,0.0,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,0.6931471805599453,5.605802066295998,Y,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,7.605392364814934,WD,Normal,11.914054519303125
32,3.5263605246161616,3.044522437723423,RL,9.310185706945898,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.1972245773362196,1.791759469228055,7.60489448081162,7.60489448081162,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,7.118826249062078,7.118826249062078,GasA,Ex,Y,SBrkr,7.118826249062078,0.0,0.0,7.118826249062078,0.0,0.0,1.0986122886681096,0.0,1.3862943611198906,0.6931471805599453,Gd,2.0794415416798357,Typ,0.0,1.0986122886681096,6.184148890937483,Y,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,7.605392364814934,WD,Normal,12.100161978566867
33,3.5553480614894135,3.044522437723423,RL,9.26416545867109,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,1.791759469228055,7.580699752224563,7.580699752224563,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,6.926577033222725,0.0,5.942799375126701,7.243512974665482,GasA,Gd,Y,SBrkr,7.438971592395862,0.0,0.0,7.438971592395862,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,1.0986122886681096,6.104793232414985,Y,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,7.606387389772652,WD,Normal,12.016732516077072
